Account 12:20:40.637 [pool-3-thread-1] ERROR org.jsxm.jsxmcore.util.XML - IOException : No 'definitions.xml' file. Continue with no definitions.
Account 12:20:40.645 [pool-3-thread-1] INFO  org.jsxm.jsxmcore.core.SXMBaseGeneration - TYPES USED in the specification: 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 46 : [open,deposit,withdrawN,withdrawN,open] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 47 : [open,deposit,withdrawN,withdrawN,close] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 48 : [open,deposit,withdrawN,withdraw0,open] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 49 : [open,deposit,withdrawN,readbalance,open] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 50 : [open,deposit,withdrawN,readbalance,close] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 51 : [open,deposit,withdraw0,close,open] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 52 : [open,deposit,withdraw0,close,close] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 53 : [open,deposit,withdraw0,close,deposit] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 54 : [open,deposit,withdraw0,deposit,open] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 55 : [open,deposit,withdraw0,deposit,close] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 56 : [open,deposit,withdraw0,readbalance,open] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 57 : [open,deposit,readbalance,deposit,open] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 58 : [open,deposit,readbalance,deposit,close] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 59 : [open,deposit,readbalance,withdrawN,open] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 60 : [open,deposit,readbalance,withdrawN,close] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 61 : [open,deposit,readbalance,withdraw0,open] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 62 : [open,deposit,readbalance,readbalance,open] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 63 : [open,deposit,readbalance,readbalance,close] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 64 : [open,readbalance,deposit,deposit,open] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 65 : [open,readbalance,deposit,deposit,close] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 66 : [open,readbalance,deposit,deposit,deposit] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 67 : [open,readbalance,deposit,withdrawN,open] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 68 : [open,readbalance,deposit,withdrawN,close] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 69 : [open,readbalance,deposit,withdrawN,deposit] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 70 : [open,readbalance,deposit,withdraw0,open] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 71 : [open,readbalance,deposit,withdraw0,close] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 72 : [open,readbalance,deposit,withdraw0,deposit] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 73 : [open,readbalance,deposit,readbalance,open] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 74 : [open,readbalance,deposit,readbalance,close] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 75 : [open,readbalance,deposit,readbalance,deposit] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 76 : [open,readbalance,readbalance,close,open] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 77 : [open,readbalance,readbalance,close,close] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 78 : [open,readbalance,readbalance,close,deposit] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 79 : [open,readbalance,readbalance,deposit,open] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 80 : [open,readbalance,readbalance,deposit,close] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 81 : [open,readbalance,readbalance,deposit,deposit] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 82 : [open,readbalance,readbalance,readbalance,open] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 83 : [open,readbalance,readbalance,readbalance,close] 
Account 12:20:41.250 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 84 : [open,readbalance,readbalance,readbalance,deposit] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 85 : [open,deposit,withdraw0,close,readbalance] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 86 : [open,deposit,deposit,deposit,deposit,open] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 87 : [open,deposit,deposit,deposit,deposit,close] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 88 : [open,deposit,deposit,deposit,deposit,deposit] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 89 : [open,deposit,deposit,deposit,withdrawN,open] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 90 : [open,deposit,deposit,deposit,withdrawN,close] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 91 : [open,deposit,deposit,deposit,withdrawN,deposit] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 92 : [open,deposit,deposit,deposit,withdraw0,open] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 93 : [open,deposit,deposit,deposit,withdraw0,close] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 94 : [open,deposit,deposit,deposit,withdraw0,deposit] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 95 : [open,deposit,deposit,deposit,readbalance,open] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 96 : [open,deposit,deposit,deposit,readbalance,close] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 97 : [open,deposit,deposit,deposit,readbalance,deposit] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 98 : [open,deposit,deposit,withdrawN,deposit,open] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 99 : [open,deposit,deposit,withdrawN,deposit,close] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 100 : [open,deposit,deposit,withdrawN,deposit,deposit] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 101 : [open,deposit,deposit,withdrawN,withdrawN,open] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 102 : [open,deposit,deposit,withdrawN,withdrawN,close] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 103 : [open,deposit,deposit,withdrawN,withdrawN,deposit] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 104 : [open,deposit,deposit,withdrawN,withdraw0,open] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 105 : [open,deposit,deposit,withdrawN,withdraw0,close] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 106 : [open,deposit,deposit,withdrawN,withdraw0,deposit] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 107 : [open,deposit,deposit,withdrawN,readbalance,open] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 108 : [open,deposit,deposit,withdrawN,readbalance,close] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 109 : [open,deposit,deposit,withdrawN,readbalance,deposit] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 110 : [open,deposit,deposit,withdraw0,close,open] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 111 : [open,deposit,deposit,withdraw0,close,close] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 112 : [open,deposit,deposit,withdraw0,close,deposit] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 113 : [open,deposit,deposit,withdraw0,deposit,open] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 114 : [open,deposit,deposit,withdraw0,deposit,close] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 115 : [open,deposit,deposit,withdraw0,deposit,deposit] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 116 : [open,deposit,deposit,withdraw0,readbalance,open] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 117 : [open,deposit,deposit,withdraw0,readbalance,close] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 118 : [open,deposit,deposit,withdraw0,readbalance,deposit] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 119 : [open,deposit,deposit,readbalance,deposit,open] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 120 : [open,deposit,deposit,readbalance,deposit,close] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 121 : [open,deposit,deposit,readbalance,deposit,deposit] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 122 : [open,deposit,deposit,readbalance,withdrawN,open] 
Account 12:20:41.251 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 123 : [open,deposit,deposit,readbalance,withdrawN,close] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 124 : [open,deposit,deposit,readbalance,withdrawN,deposit] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 125 : [open,deposit,deposit,readbalance,withdraw0,open] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 126 : [open,deposit,deposit,readbalance,withdraw0,close] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 127 : [open,deposit,deposit,readbalance,withdraw0,deposit] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 128 : [open,deposit,deposit,readbalance,readbalance,open] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 129 : [open,deposit,deposit,readbalance,readbalance,close] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 130 : [open,deposit,deposit,readbalance,readbalance,deposit] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 131 : [open,deposit,withdrawN,deposit,deposit,open] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 132 : [open,deposit,withdrawN,deposit,deposit,close] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 133 : [open,deposit,withdrawN,deposit,deposit,deposit] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 134 : [open,deposit,withdrawN,deposit,withdrawN,open] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 135 : [open,deposit,withdrawN,deposit,withdrawN,close] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 136 : [open,deposit,withdrawN,deposit,withdrawN,deposit] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 137 : [open,deposit,withdrawN,deposit,withdraw0,open] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 138 : [open,deposit,withdrawN,deposit,withdraw0,close] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 139 : [open,deposit,withdrawN,deposit,withdraw0,deposit] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 140 : [open,deposit,withdrawN,deposit,readbalance,open] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 141 : [open,deposit,withdrawN,deposit,readbalance,close] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 142 : [open,deposit,withdrawN,deposit,readbalance,deposit] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 143 : [open,deposit,withdrawN,withdrawN,deposit,open] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 144 : [open,deposit,withdrawN,withdrawN,deposit,close] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 145 : [open,deposit,withdrawN,withdrawN,deposit,deposit] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 146 : [open,deposit,withdrawN,withdrawN,withdrawN,open] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 147 : [open,deposit,withdrawN,withdrawN,withdrawN,close] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 148 : [open,deposit,withdrawN,withdrawN,withdrawN,deposit] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 149 : [open,deposit,withdrawN,withdrawN,withdraw0,open] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 150 : [open,deposit,withdrawN,withdrawN,withdraw0,close] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 151 : [open,deposit,withdrawN,withdrawN,withdraw0,deposit] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 152 : [open,deposit,withdrawN,withdrawN,readbalance,open] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 153 : [open,deposit,withdrawN,withdrawN,readbalance,close] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 154 : [open,deposit,withdrawN,withdrawN,readbalance,deposit] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 155 : [open,deposit,withdrawN,withdraw0,close,open] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 156 : [open,deposit,withdrawN,withdraw0,close,close] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 157 : [open,deposit,withdrawN,withdraw0,close,deposit] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 158 : [open,deposit,withdrawN,withdraw0,deposit,open] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 159 : [open,deposit,withdrawN,withdraw0,deposit,close] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 160 : [open,deposit,withdrawN,withdraw0,deposit,deposit] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 161 : [open,deposit,withdrawN,withdraw0,readbalance,open] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 162 : [open,deposit,withdrawN,withdraw0,readbalance,close] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 163 : [open,deposit,withdrawN,withdraw0,readbalance,deposit] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 164 : [open,deposit,withdrawN,readbalance,deposit,open] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 165 : [open,deposit,withdrawN,readbalance,deposit,close] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 166 : [open,deposit,withdrawN,readbalance,deposit,deposit] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 167 : [open,deposit,withdrawN,readbalance,withdrawN,open] 
Account 12:20:41.252 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 168 : [open,deposit,withdrawN,readbalance,withdrawN,close] 
Account 12:20:41.253 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 169 : [open,deposit,withdrawN,readbalance,withdrawN,deposit] 
Account 12:20:41.253 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 170 : [open,deposit,withdrawN,readbalance,withdraw0,open] 
Account 12:20:41.253 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 171 : [open,deposit,withdrawN,readbalance,withdraw0,close] 
Account 12:20:41.253 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 172 : [open,deposit,withdrawN,readbalance,withdraw0,deposit] 
Account 12:20:41.253 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 173 : [open,deposit,withdrawN,readbalance,readbalance,open] 
Account 12:20:41.253 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 174 : [open,deposit,withdrawN,readbalance,readbalance,close] 
Account 12:20:41.253 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 175 : [open,deposit,withdrawN,readbalance,readbalance,deposit] 
Account 12:20:41.253 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 176 : [open,deposit,withdraw0,deposit,deposit,open] 
Account 12:20:41.253 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 177 : [open,deposit,withdraw0,deposit,deposit,close] 
Account 12:20:41.253 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 178 : [open,deposit,withdraw0,deposit,deposit,deposit] 
Account 12:20:41.253 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 179 : [open,deposit,withdraw0,deposit,withdrawN,open] 
Account 12:20:41.253 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 180 : [open,deposit,withdraw0,deposit,withdrawN,close] 
Account 12:20:41.253 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 181 : [open,deposit,withdraw0,deposit,withdrawN,deposit] 
Account 12:20:41.253 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 182 : [open,deposit,withdraw0,deposit,withdraw0,open] 
Account 12:20:41.253 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 183 : [open,deposit,withdraw0,deposit,withdraw0,close] 
Account 12:20:41.253 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 184 : [open,deposit,withdraw0,deposit,withdraw0,deposit] 
Account 12:20:41.253 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 185 : [open,deposit,withdraw0,deposit,readbalance,open] 
Account 12:20:41.253 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 186 : [open,deposit,withdraw0,deposit,readbalance,close] 
Account 12:20:41.253 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 187 : [open,deposit,withdraw0,deposit,readbalance,deposit] 
Account 12:20:41.253 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 188 : [open,deposit,withdraw0,readbalance,close,open] 
Account 12:20:41.253 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 189 : [open,deposit,withdraw0,readbalance,close,close] 
Account 12:20:41.253 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 190 : [open,deposit,withdraw0,readbalance,close,deposit] 
Account 12:20:41.253 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 191 : [open,deposit,withdraw0,readbalance,deposit,open] 
Account 12:20:41.253 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 192 : [open,deposit,withdraw0,readbalance,deposit,close] 
Account 12:20:41.253 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 193 : [open,deposit,withdraw0,readbalance,deposit,deposit] 
Account 12:20:41.253 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 194 : [open,deposit,withdraw0,readbalance,readbalance,open] 
Account 12:20:41.253 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 195 : [open,deposit,withdraw0,readbalance,readbalance,close] 
Account 12:20:41.253 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 196 : [open,deposit,withdraw0,readbalance,readbalance,deposit] 
Account 12:20:41.253 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 197 : [open,deposit,readbalance,deposit,deposit,open] 
Account 12:20:41.253 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 198 : [open,deposit,readbalance,deposit,deposit,close] 
Account 12:20:41.253 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 199 : [open,deposit,readbalance,deposit,deposit,deposit] 
Account 12:20:41.253 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 200 : [open,deposit,readbalance,deposit,withdrawN,open] 
Account 12:20:41.253 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 201 : [open,deposit,readbalance,deposit,withdrawN,close] 
